Estatus	Programa	Región	Área	Coordinación	Estado	Municipio	Localidad	Nombre	Sedes	Direcciones	Horarios	Rama Artística (DT)	Año de creación	Atención a las causas	Número promotores	Cantidad de participantes	Niñas	Niños	Mujeres Jóvenes	Hombres Jóvenes	Mujeres adultas	Hombres adultos	Personas con Discapacidad	Personas Indígenas	Personas Afromexicanas	lat	lon	Consecutivo	Municipio Concatenado	Cantidad de público participante	Número de sesiones	Proyecto PAICE	Presupuesto PAICE
Activo	PAICE 24	Sur	PAICE	DT	Chiapas	Chanal	Chanal	Casa de la Cultura		Calle José María Morelos s/n, colonia Centro, Chanal, C.P. 29440, Chanal, Chiapas		N/A	2024	No												16.6565044	-92.2592351	1	ChiapasChanal			Fortalecimiento a la Infraestructura Cultural	 $4,288,235.65 
Activo	PAICE 24	Occidente	PAICE	DT	Colima	Villa de Álvarez	Ciudad de Villa de Álvarez	Casa del Volcán		Km 15.5 Carretera El Chivato, El Naranjal, Comunidad de Villa de Alvarez, Colima, México. CP 28968		N/A	2024	No												19.3809221	-103.6747336	2	ColimaVilla de Álvarez			Vida a la Infraestructura Cultural	 $1,200,000.00 
Activo	PAICE 24	Norte	PAICE	DT	Durango	Durango	Victoria de Durango	Museo Regional de Durango UJED "Ángel Rodríguez Solórzano"		Victoria 100 sur, zona centro. C.P. Ciudad de Durango, Dgo.		N/A	2024	No												24.0270696	-104.6695476	3	DurangoDurango			Vida a la Infraestructura Cultural	 $1,200,000.00 
Activo	PAICE 24	Norte	PAICE	DT	Durango	Durango	Victoria de Durango	Teatro de la Juventud		Pärque Guadiana S/N amexp al Auditorio del Pueblo cl Zona Centro. Durango. Dgo.		N/A	2024	No												24.025117	-104.6877411	4	DurangoDurango			Vida a la Infraestructura Cultural	 $1,200,000.00 
Activo	PAICE 24	Centro	PAICE	DT	Estado de México	Jilotepec	Jilotepec de Molina Enríquez	Museo de Jilotepec		Calle Mariano Escobedo s/n, Col. Centro, Jilotepec de Molina Enríquez, C.P. 54240, Jilotepec, Estado de México.		N/A	2024	No												19.9510269	-99.5332073	5	Estado de MéxicoJilotepec			Vida a la Infraestructura Cultural	 $1,200,000.00 
Activo	PAICE 24	Occidente	PAICE	DT	Guanajuato	Apaseo el Grande	Apaseo El Grande	Casa de la Cultura Poeta Antonio Plaza		Morelos #308, Col. Centro Apaseo El Grande, Gto. CP. 38160		N/A	2024	No												20.5461623	-100.6848246	6	GuanajuatoApaseo el Grande			Vida a la Infraestructura Cultural	 $1,082,840.00 
Activo	PAICE 24	Occidente	PAICE	DT	Guanajuato	Celaya	Celaya	Galerías y Parque Xochipilli 3, (Centro Interactivo del Conocimiento XIMHAI)		Av. Juan José Torres Landa, Bajío de las Américas, 38014 Celaya, Gto.		N/A	2024	Sí												20.5351715	-100.8227457	7	GuanajuatoCelaya			Vida a la Infraestructura Cultural	 $1,200,000.00 
Activo	PAICE 24	Occidente	PAICE	DT	Jalisco	San Pedro Tlaquepaque	Tlaquepaque	Auditorio “Porfirio Cortés Silva” (Cine Foro) del Centro Cultural El Refugio		Donato Guerra, 160, Col. San Juan, C.P. 45500, San Pedro Tlaquepaque, Jalisco		N/A	2024	No												20.6508381	-103.3121692	8	JaliscoSan Pedro Tlaquepaque			Vida a la Infraestructura Cultural	 $984,720.58 
Activo	PAICE 24	Occidente	PAICE	DT	Jalisco	Tuxcacuesco	Tuxcacuesco	Casa de la Cultura Juan Rulfo		Independencia 40, Col. Centro, C.P. 48770, Tuxcacuesco, Jalisco		N/A	2024	No												19.6976151	-103.9823498	9	JaliscoTuxcacuesco			Vida a la Infraestructura Cultural	 $1,200,000.00 
Activo	PAICE 24	Occidente	PAICE	DT	Michoacán	Uruapan	Uruapan	Centro de Artes El Colibrí		Francisco I. Madero 116, Col. Barrio de Santiago, C.P. 60030, Uruapan, Michoacán 		N/A	2024	Sí												19.4214245	-102.0690774	10	MichoacánUruapan			Vida a la Infraestructura Cultural	 $1,175,209.56 
Activo	PAICE 24	Centro	PAICE	DT	Morelos	Cuernavaca	Cuernavaca	Centro Cultural Infantil La Vecindad		Salazar no. 8, Esq. Humbolt, Col. Centro, CP. 62000, Cuernavaca, Morelos,		N/A	2024	No												18.9220192	-99.2321695	11	MorelosCuernavaca			Vida a la Infraestructura Cultural	 $1,200,000.00 
Activo	PAICE 24	Noreste	PAICE	DT	Nuevo León	El Carmen	Carmen	Esfera Cultural El Carmen		Vista Regia s/n Col. Buena Vista setor 4, El Carmen Nuevo León C.P. 66583		N/A	2024	No												25.8550017	-100.3747499	12	Nuevo LeónEl Carmen			Vida a la Infraestructura Cultural	 $1,200,000.00 
Activo	PAICE 24	Sur	PAICE	DT	Oaxaca	San Andrés Cabecera Nueva	San Andrés Cabecera Nueva	Recinto Cultural San Andrés Cabecera Nueva		Calle principal s/n San Andres Cabecera Nueva, Distritto Putla		N/A	2024	No												16.8900429	-97.6800726	13	OaxacaSan Andrés Cabecera Nueva			Vida a la Infraestructura Cultural	 $1,199,749.05 
Activo	PAICE 24	Sur	PAICE	DT	Oaxaca	San Lorenzo Texmelúcan	San Lorenzo Texmelúcan	"yu ni guiedx Xkie´l" Casa del Pueblo Zapoteco de Texmelucán		Carretera principal s/n Centro de la Poblacion. San Lorenzo Texmelúcan C.P: 71450 		N/A	2024	No												16.5855915	-97.1992027	14	OaxacaSan Lorenzo Texmelúcan			Fortalecimiento a la Infraestructura Cultural	 $4,222,095.75 
Activo	PAICE 24	Sur	PAICE	DT	Oaxaca	San Mateo Yucutindoo	San Mateo Yucutindoo	Centro Cultural Comunitario de San Mateo Yucutindoo		Domicilio conocido, Paraje El Llano, San Mateo Yucutindoo, C.P. 71375, San Mateo Yucutindoo, Oaxaca.		N/A	2024	No												16.7305799	-97.4787051	15	OaxacaSan Mateo Yucutindoo			Vida a la Infraestructura Cultural	 $1,199,125.64 
Activo	PAICE 24	Sur	PAICE	DT	Oaxaca	San Miguel Huautla	San Miguel Huautla	Casa de la Cultura de San Miguel Huautla		Domicilio conocido, paraje "Centro de la Comunidad" San Miguel Huautla		N/A	2024	No												17.7439466	-97.1437474	16	OaxacaSan Miguel Huautla			Fortalecimiento a la Infraestructura Cultural	 $4,963,744.15 
Activo	PAICE 24	Occidente	PAICE	DT	Puebla	San Pedro Cholula	Cholula de Rivadavia	Casa Urdir, Centro de Convivires Artísticos		Av. 10 Ote. núm. 611, Barrio de Jesús Tlatempa, Cholula de Rivadavia, C.P. 72760, San Pedro Cholula, Puebla.		N/A	2024	No												19.0635215	-98.2997777	17	PueblaSan Pedro Cholula			Vida a la Infraestructura Cultural	 $1,160,067.19 
Activo	PAICE 24	Noreste	PAICE	DT	Querétaro	Pinal de Amoles	Pinal de Amoles	Museo Comunitario de Pinal de Amoles "General Tomás Mejía"		Mariano Escobedo S/N, Centro, 76300, Pinal de Amoles, Querétaro.		N/A	2024	No												21.1345935	-99.6274315	18	QuerétaroPinal de Amoles			Vida a la Infraestructura Cultural	 $550,000.00 
Activo	PAICE 24	Norte	PAICE	DT	Sinaloa	Culiacán	Culiacán Rosales	La Casa del Maquío A.C.		Dr. Luis G. de la Torre 109, Col. Chapultepec, C.P. 80040, Culiacán, Sinaloa		N/A	2024	No												24.8200402	-107.3897685	19	SinaloaCuliacán			Vida a la Infraestructura Cultural	 $1,200,000.00 
Activo	PAICE 24	Norte	PAICE	DT	Sonora	Cajeme	Ciudad Obregón	Casa de la Cultura de Cajeme		Prolongación Guerrero S/N, Col. Morelos, C.P. 85134, Cajeme, Sonora		N/A	2024	Sí												27.4988232	-109.9672363	20	SonoraCajeme			Vida a la Infraestructura Cultural	 $1,199,144.00 
Activo	PAICE 24	Norte	PAICE	DT	Sonora	Hermosillo	Hermosillo	Casa Andamios Teatro		Sufragio efectivo 45, Col. Centro, C.P. 83000, Hermosillo, Sonora		N/A	2024	No												29.0757061	-110.9543113	21	SonoraHermosillo			Vida a la Infraestructura Cultural	 $500,714.03 
Activo	PAICE 24	Norte	PAICE	DT	Sonora	Hermosillo	Hermosillo	El Centro		No reelección 1, Col. Centro, C.P. 83000, Hermosillo, Sonora		N/A	2024	No												29.0763452	-110.9509507	21	SonoraHermosillo			Vida a la Infraestructura Cultural	 $1,197,845.93 
Activo	PAICE 24	Sur	PAICE	DT	Veracruz	Sochiapa	Sochiapa	Casa de la Cultura		Av. José María Morelos y Pavón s/n, colonia centro, Sochiapa, C.P. 94060, Sochiapa, Veracruz.		N/A	2024	No												19.1926282	-96.93985926	21	VeracruzSochiapa			Fortalecimiento a la Infraestructura Cultural	 $1,200,000.00 
Activo	PAICE 24	Occidente	PAICE	DT	Hidalgo	Singuilucan	Singuilucan	Centro Cultural Singuilucan		Plaza del Articulo 115 s/n, Col. Centro, Singuilucan, C.P. 43780, Singuilucan, Hidalgo		N/A	2024	No												19.9677498	-98.51772473	21	HidalgoSinguilucan			Vida a la Infraestructura Cultural	 $1,200,000.00 
Activo	PAICE 24	Noreste	PAICE	DT	Nuevo León	Guadalupe	Guadalupe	Teatro Municipal Sara García		Guadalupe esq. con Zaragoza Col. Centro, Guadalupe Nuevo León C.P. 67100		N/A	2024	No												25.67696217	-100.2578858	21	Nuevo LeónGuadalupe			Vida a la Infraestructura Cultural	 $876,508.47 
Activo	PAICE 25	Occidente	PAICE	DT	Aguascalientes	Asientos	Asientos	Casa de la Cultura de Asientos		Melchor Ocampo, SN, INFONAVIT, 20715, Asientos, Aguascalientes 		N/A	2025	No												22.234611	-102.086722	24	AguascalientesAsientos			Rehabilitación y equipamiento	 $1,200,000.00 
Activo	PAICE 25	Norte	PAICE	DT	Baja California	Mexicali	Mexicali	Casa de la Cultura de Mexicali		Av. Francisco I. Madero, Primera, 21100, Mexicali, Baja California		N/A	2025	No												32.6649071	-115.4910229	25	Baja CaliforniaMexicali			Rehabilitación y equipamiento	 $600,000.00 
Activo	PAICE 25	Norte	PAICE	DT	Baja California	Mexicali	Mexicali	Foro experimental del CEART Mexicali		Río Nuevo, 21150, Mexicali, Baja California		N/A	2025	No												32.6518671	-115.486576	26	Baja CaliforniaMexicali			Rehabilitación y equipamiento	 $1,192,498.56 
Activo	PAICE 25	Sur	PAICE	DT	Chiapas	San Cristóbal de las Casas	San Cristóbal de las Casas	Centro Estatal de Lenguas, Arte y Literatura Indígenas "Casa Xicoténcatl"		Calle Escuadrón 201, Pzla. de Mexicanos 6, 29220 San Cristóbla de las Casas, Chiapas		N/A	2025	No												16.9962675	-92.6490109	27	ChiapasSan Cristóbal de las Casas			Rehabilitación y equipamiento	 $1,200,000.00 
Activo	PAICE 25	Norte	PAICE	DT	Chihuahua	Juárez	Juárez	Centro de Estudios Históricos del Juarismo en la Biblioteca Regional El Correo		Centro, 32000, Juárez, Chihuahua		N/A	2025	Sí												31.7382174	-106.4817078	28	ChihuahuaJuárez			Rehabilitación y equipamiento	 $795,266.30 
Activo	PAICE 25	Centro	PAICE	DT	Ciudad de México	Iztapalapa	Iztapalapa	Fábrica de Artes y Oficios de Oriente		Calz. Ignacio Zaragoza, s/n, Fuentes de Zaragoza, Iztapalapa, 09150, Ciudad de México		N/A	2025	No												19.3699582	-99.0101352	29	Ciudad de MéxicoIztapalapa			Rehabilitación y equipamiento	 $1,195,775.96 
Activo	PAICE 25	Occidente	PAICE	DT	Guanajuato	León	León de los Aldama	Escuela de Artes Visuales Antonio Segoviano		Justo Sierra 202, Centro, 37000, León de los Aldama, Guanajuato		N/A	2025	Sí												21.1216849	-101.6846231	30	GuanajuatoLeón			Rehabilitación y equipamiento	 $420,987.14 
Activo	PAICE 25	Centro	PAICE	DT	Guerrero	Acapulco de Juárez	Acapulco de Juárez	Auditorio Eloína López Cano del Centro Cultural Acapulco		Av. Costera Miguel Alemán 4834, Fraccionamiento Costa Azul, Costa Azul, 39850, Acapulco de Juárez, Guerrero		N/A	2025	Sí												16.8492793	-99.8510479	31	GuerreroAcapulco de Juárez			Rehabilitación y equipamiento	 $1,007,379.49 
Activo	PAICE 25	Centro	PAICE	DT	Guerrero	Iguala de la Independencia	Iguala de la Independencia	Miscelánea Cultural Antonio Gritón				N/A	2025	No												18.3569365	-99.5537166	32	GuerreroIguala de la Independencia			Rehabilitación y equipamiento	 $1,200,000.00 
Activo	PAICE 25	Occidente	PAICE	DT	Hidalgo	Huehuetla	Huehuetla	Casa de Cultura de Huehuetla				N/A	2025	No												20.4621424	-98.0754767	33	HidalgoHuehuetla			 Construcción 	 $3,116,569.00 
Activo	PAICE 25	Occidente	PAICE	DT	Jalisco	San Juan de los Lagos	San Juan de los Lagos	Casa de la Cultura "Mezquitic de la Magdalena"		C. Andrea Garcia 42, 47100, Mezquitic de la Magdalena, Jalisco		N/A	2025	No												21.2173006	-102.3006323	34	JaliscoSan Juan de los Lagos			Rehabilitación y equipamiento	 $1,200,000.00 
Activo	PAICE 25	Centro	PAICE	DT	Estado de México	San Felipe del Progreso	San Felipe del Progreso	Casa de Cultura "J. Jesús Gómez Nava"		5 de mayo 113, Centro, 50640, San Felipe del Progreso, México		N/A	2025	No												19.7140033	-99.9543095	35	Estado de MéxicoSan Felipe del Progreso			Rehabilitación y equipamiento	 $1,191,857.03 
Activo	PAICE 25	Centro	PAICE	DT	Estado de México	Teoloyucan	Teoloyucan	Auditorio Municipal Antonio Casas de Casa de Cultura Teohuilloyocan		Av. Matamoros esquina calle pino, #58 Barrio Tlatilco, Teoloyucan, 54770, Estado de México		N/A	2025	No												19.7469901	-99.1847131	36	Estado de MéxicoTeoloyucan			Rehabilitación y equipamiento	 $1,199,999.93 
Activo	PAICE 25	Centro	PAICE	DT	Estado de México	Teotihuacán	Teotihuacán de Arista	Casa de Cultura Ing. Heberto Castillo				N/A	2025	No												19.6986716	-98.8710613	37	Estado de MéxicoTeotihuacán			Rehabilitación y equipamiento	 $1,200,000.00 
Activo	PAICE 25	Occidente	PAICE	DT	Michoacán	Uruapan	Uruapan	Centro de Artes El Colibrí		Francisco I. Madero 116, Col. Barrio de Santiago, C.P. 60030, Uruapan, Michoacán 		N/A	2025	Sí												19.4214245	-102.069073	38	MichoacánUruapan			Rehabilitación y equipamiento	 $577,500.00 
Activo	PAICE 25	Centro	PAICE	DT	Morelos	Cuautla	Cuautla	Museo de la Independencia: Sitio de Cuautla		del s, Batalla 19 de Febrero de 1812 n, Centro, 62740 Cuautla, Morelos		N/A	2025	Sí												18.8163103	-98.9540603	39	MorelosCuautla			Rehabilitación y equipamiento	 $1,200,000.00 
Activo	PAICE 25	Noreste	PAICE	DT	Nayarit	Santiago Ixcuintla	Santiago Ixcuintla	Museo del Origen de Mexcaltitán		Benito Juárez, 63563, Mexcaltitlán de Uribe, Nayarit		N/A	2025	No												21.9061099	-105.4753059	40	NayaritSantiago Ixcuintla			Rehabilitación y equipamiento	 $1,181,658.18 
Activo	PAICE 25	Noreste	PAICE	DT	Nuevo León	García	García	Esfera Cultural García		Real de Minas, Valle de Lincoln, 66026, García, Nuevo León		N/A	2025	No												25.7956189	-100.4818452	41	Nuevo LeónGarcía			Rehabilitación y equipamiento	 $1,200,000.00 
Activo	PAICE 25	Sur	PAICE	DT	Oaxaca	Asunción Nochixtlán	Asunción Nochixtlán	Casa de la Cultura Asunción Nochixtlán		69600, José María Morelos 12, El Calvario, Asunción Nochixtlán, Oaxaca		N/A	2025	No												17.4598536	-97.2226109	42	OaxacaAsunción Nochixtlán			 Construcción 	 $4,998,006.57 
Activo	PAICE 25	Sur	PAICE	DT	Oaxaca	San Juan Juquila Mixes	San Juan Juquila Mixes	Casa de Cultura San Juan Juquila Mixes		70520, San Juan Juquila Mixes, Oaxaca		N/A	2025	No												16.9356676	-95.9188796	43	OaxacaSan Juan Juquila Mixes			 Construcción 	 $4,999,261.73 
Activo	PAICE 25	Sur	PAICE	DT	Oaxaca	San Pedro Quiatoni	San Pedro Quiatoni	Recinto Cultural San Pedro Quiatoni				N/A	2025	No												16.7829684	-96.031382	44	OaxacaSan Pedro Quiatoni			Rehabilitación y equipamiento	 $1,197,695.82 
Activo	PAICE 25	Noreste	PAICE	DT	Querétaro	San Juan del Río	San Juan del Río	Centro Histórico y Cultural		Av. Benito Juárez Ote. 30, Centro Histórico, 76800, San Juan del Río, Querétaro		N/A	2025	No												20.3861569	-99.9961004	45	QuerétaroSan Juan del Río			Rehabilitación y equipamiento	 $1,200,000.00 
Activo	PAICE 25	Sur	PAICE	DT	Quintana Roo	Benito Juárez	Cancún	Centro Cultural de las Artes		C. Jabali 24, 77500, Cancún, Quintana Roo		N/A	2025	No												21.1520381	-86.8253866	46	Quintana RooBenito Juárez			Rehabilitación y equipamiento	 $849,393.20 
Activo	PAICE 25	Sur	PAICE	DT	Quintana Roo	Puerto Morelos	Puerto Morelos	Centro Cultural y Museo de Puerto Morelos		77580, Puerto Morelos, Quintana Roo		N/A	2025	No												20.8484672	-86.8762437	47	Quintana RooPuerto Morelos			Rehabilitación y equipamiento	 $1,200,000.00 
Activo	PAICE 25	Sur	PAICE	DT	Tabasco	Centro	Villahermosa	Teatro Esperanza Iris		Perif. Carlos Pellicer Cámara, s/n, Centro, 86000, Villahermosa, Tabasco		N/A	2025	No												17.9804173	-92.9234257	48	TabascoCentro			Rehabilitación y equipamiento	 $1,199,590.67 
Activo	PAICE 25	Noreste	PAICE	DT	Tamaulipas	Matamoros	Heroica Matamoros	Museo Casamata		Calle Santos Degollado, Esq, C. Guatelama, s/n, Modelo, 87360, Heroica Matamoros, Tamaulipas		N/A	2025	No												25.8778084	-97.4971813	49	TamaulipasMatamoros			Rehabilitación y equipamiento	 $1,165,219.81 
Activo	PAICE 25	Noreste	PAICE	DT	Tamaulipas	Reynosa	Reynosa	Parque Cultural Reynosa				N/A	2025	No												26.0503285	-98.2700014	50	TamaulipasReynosa			Rehabilitación y equipamiento	 $1,189,160.06 
Activo	PAICE 25	Centro	PAICE	DT	Tlaxcala	San Pablo del Monte	Ciudad de San Pablo del Monte	Centro cultural de artes "Nepantla chiualtlakayotl Toltekayotl" 				N/A	2025	No												19.1194231	-98.170276	51	TlaxcalaSan Pablo del Monte			Rehabilitación y equipamiento	 $1,200,000.00 
Activo	PAICE 25	Sur	PAICE	DT	Yucatán	Tzucacab	Tzucacab	Kúuchil kaanba'al (Lugar donde se aprende)				N/A	2025	No												20.079528	-89.044694	52	YucatánTzucacab			 Construcción 	 $4,166,225.88 
Activo	PAICE 25	Noreste	PAICE	DT	Zacatecas	Cuauhtémoc	San Pedro Piedra Gorda	Casa de Cultura Municipal Cuauhtémoc				N/A	2025	No												22.453861	-102.350778	53	ZacatecasCuauhtémoc			 Construcción 	 $4,980,989.61 
Inactivo	Cine Sillita	Sur	DAC	DGVC	Campeche	Campeche	San Francisco de Campeche	Cine Sillita en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	Sala de Lectura del Parque de Kalá	Calle Ulumal, no. 13, Amp Kalá I, San Francisco de Campeche, Campeche, C.P. 24087	Por definir	Jornada Cultural Permanente	2025	No												19.8454141	-90.4882258	54	CampecheCampeche	184	18		
Inactivo	Convite Cultural	Centro	DAC	DGVC	Ciudad de México	Álvaro Obregón	Álvaro Obregón	Convite cultural de pintura en la Ex Fábrica de Pólvora, Álvaro Obregón, Ciudad de México	Ex Fábrica de Pólvora	Bandera, Industrias Militares de Sedena, Álvaro Obregón, 01219 Ciudad de México, CDMX	Viernes, 11 a 13 h ,	Jornada Cultural Permanente	2025	No												19.3854459	-99.2379249	55	Ciudad de MéxicoÁlvaro Obregón	93	10		
Inactivo	Convite Cultural	Centro	DAC	DGVC	Ciudad de México	Cuauhtémoc	Cuauhtémoc	Convite cultural en el Espacio Cultural "Eucalipto 20", Cuauhtémoc, Ciudad de México	Espacio Cultural "Eucalipto 20"	Eucalipto 20, Santa María la Ribera, Cuahtémoc, CDMX, C.P. 06400	Sábado, 11 a 13 h Jueves, 18 a 20 h	Jornada Cultural Permanente	2025	No												19.451699	-99.153021	56	Ciudad de MéxicoCuauhtémoc	315	25		
Inactivo	Convite Cultural	Centro	DAC	DGVC	Ciudad de México	Miguel Hidalgo	Miguel Hidalgo	Convite cultural en Casa la Moira, Miguel Hidalgo, Ciudad de México	Casa La Moira	Cto. Interior Mtro. José Vasconcelos, no 125, San Miguel Chapultepec I Secc, Miguel Hidalgo, Ciudad de México, C.P. 11850	Sábado, 11 a 13 h ,	Jornada Cultural Permanente	2025	No												19.416461	-99.1797115	57	Ciudad de MéxicoMiguel Hidalgo	32	4		
Inactivo	Convite Cultural	Centro	DAC	DGVC	Estado de México	Ecatepec de Morelos	Ecatepec de Morelos	Convite cultural en la Escuela Secundaria Oficial No. 426 "Valle de Anáhuac", Ecatepec de Morelos, Estado de México	Escuela Secundaria Oficial No. 426 "Valle de Anáhuac"	Leona Vicario s/n, entre Ignacio Zaragoza y Marte, Valle de Anáhuac, Ecatepec de Morelos, Estado de México, C.P. 55210	Jueves, 8 a 10 h ,	Jornada Cultural Permanente	2025	No												19.5169249	-99.0433516	58	Estado de MéxicoEcatepec de Morelos	341	13		
Inactivo	Convite Cultural	Occidente	DAC	DGVC	Colima	Villa de Álvarez	Ciudad de Villa de Álvarez	Convite cultural en el Centro de Integración Juvenil, Villa de Álvarez, Colima	Centro de Integración Juvenil	Calle Estado de México 172, Col. Alta Villa, Ciudad de Villa de Álvarez, Colima,C.P. 28980.	Martes, 17 a 19 h ,	Jornada Cultural Permanente	2025	No												19.2629606	-103.7428373	59	ColimaVilla de Álvarez	645	24		
Inactivo	Convite Cultural	Occidente	DAC	DGVC	Colima	Villa de Álvarez	Ciudad de Villa de Álvarez	Convite cultural en el Centro Estatal de Prevención Social de la Violencia y la Delincuencia, Villa de Álvarez, Colima	Centro Estatal de Prevención Social de la Violencia y la Delincuencia	Calle Almolonia, Col. Solidaridad, Villa de Álvarez, Colima, C.P. 28979.	Jueves, 16 a 18 h ,	Jornada Cultural Permanente	2025	No												19.29247	-103.7292	60	ColimaVilla de Álvarez	318	21		
Inactivo	Convite Cultural	Occidente	DAC	DGVC	Michoacán	Morelia	Morelia	Convite cultural en el Colegio de Bachilleres del Estado de Michoacán, Morelia, Michoacán	Colegio de Bachilleres del Estado de Michoacán	Calle Europio s/n,  Colonia Villas del Pedregal, Morelia, Estado de  Michoacán,  C.P. 58330	Jueves, 14 a 16 h ,	Jornada Cultural Permanente	2025	Sí												19.6727685	-101.3106279	61	MichoacánMorelia	98	6		
Inactivo	Convite Cultural	Sur	DAC	DGVC	Campeche	Campeche	San Francisco de Campeche	Convite cultural en el CECyTEC Plantel Campeche, Campeche, Campeche	CECyTEC Plantel Campeche	Prol. de la Av. Circuito Pablo Garcia Oeste s/n y Calle Hector Perez Mtz., Cd Concordia, San Francisco de Campeche, Campeche, C.P. 24085	Miércoles, 11:30 a 13:30 h ,	Jornada Cultural Permanente	2025	No												19.8357772	-90.4915435	62	CampecheCampeche	26	1		
Inactivo	Convite Cultural	Sur	DAC	DGVC	Campeche	Campeche	San Francisco de Campeche	Convite cultural en el Centro de Desarrollo Comunitario Lindavista, Campeche, Campeche	Centro de Desarrollo Comunitario Lindavista	Calle Brisas, no. 26, Privada Lindavista, San Francisco de Campeche, Campeche, C.P. 24096	Lunes, 17:00 a 19:00h Miércoles, 17:00 a 19:00h	Jornada Cultural Permanente	2025	No												19.8193703	-90.5266973	63	CampecheCampeche	146	15		
Inactivo	Convite Cultural	Sur	DAC	DGVC	Campeche	Campeche	San Francisco de Campeche	Convite cultural en la Sala de Lectura del Parque de Kalá, Campeche, Campeche	Sala de Lectura del Parque de Kalá	Calle Ulumal, no. 13, Amp Kalá I, San Francisco de Campeche, Campeche, C.P. 24087	Viernes, 19 a 21 h ,	Jornada Cultural Permanente	2025	No												19.8452224	-90.488258	64	CampecheCampeche	132	17		
Inactivo	Convite Cultural	Sur	DAC	DGVC	Campeche	Campeche	San Francisco Kobén	Convite cultural en el Centro de Reinserción Social (CERESO) femenil de San Francisco Kobén, Campeche, Campeche	Centro de Reinserción Social (CERESO) San Francisco Kobén Femenil	Campeche-Mérida, no. 94, La Esperanza, Campeche, Campeche, C.P. 24560	Lunes, 9:00 a 11:00 h ,	Jornada Cultural Permanente	2025	No												19.9101773	-90.4212314	65	CampecheCampeche	41	2		
Inactivo	Convite Cultural	Sur	DAC	DGVC	Campeche	Campeche	San Francisco Kobén	Convite cultural en el Centro de Reinserción Social (CERESO) varonil de San Francisco Kobén, Campeche, Campeche	Centro de Reinserción Social (CERESO) San Francisco Kobén Varonil	Campeche-Mérida, no. 94, La Esperanza, Campeche, Campeche, C.P. 24560	Lunes, 11:00 a 13:00 h ,	Jornada Cultural Permanente	2025	No												19.9100204	-90.4212	66	CampecheCampeche	6	1		
Inactivo	Convite Cultural	Sur	DAC	DGVC	Chiapas	Ocotepec	Ocotepec	Convite cultural en el Colegio de Bachilleres No. 52, Ocotepec, Chiapas	Colegio de Bachilleres plantel No. 52	 Calle Francisco Villa s/n, Col. San Francisco Ocotal, Ocotepec, Chiapas, C.P. 29680	Martes, 13 a 15 h ,	Jornada Cultural Permanente	2025	No												17.216417	-93.150088	67	ChiapasOcotepec	720	14		
Inactivo	Convite Cultural	Sur	DAC	DGVC	Chiapas	Tuxtla Gutiérrez	Tuxtla Gutiérrez	Convite cultural en el Domo del Parque de Terán en Tuxtla Gutiérrez, Chiapas	Domo del Parque de Terán	Calle 2a norte, esquina 2a oriente, s/n, Col. Terán, Tuxtla Gutiérrez, Chiapas, C.P. 29050	Miércoles, 17 a 19  h Viernes, 17 a 19 h	Jornada Cultural Permanente	2025	No												16.754201	-93.1627707	68	ChiapasTuxtla Gutiérrez	634	34		
Inactivo	Convite Cultural	Sur	DAC	DGVC	Yucatán	Mérida	Mérida	Convite cultural en la Explanada del parque La Plancha de la UNAY, Mérida, Yucatán	Explanada del parque La Plancha de la UNAY	Calle 55 por 46 y 48 No. 435, Centro, Mérida, Yucatán,  C.P. 97000.	Martes, 17:00 a 19:00 h Miércoles, 17:00 a 19:00 h	Jornada Cultural Permanente	2025	No												20.898294	-89.642387	69	YucatánMérida	221	20		
Inactivo	Convite Cultural	Sur	DAC	DGVC	Yucatán	Tecoh	Telchaquillo	Convite cultural en el Centro comunitario "U popolnajil chaak", Tecoh, Yucatán	Centro comunitario "U popolnajil chaak"	Calle 22 S/N entre 15 y 17, Telchaquillo, Tecoh, Yucatán, C.P. 97824.	Sábado, 10 a 12 h Domingo, 16 a 18 h	Jornada Cultural Permanente	2025	No												20.9423125	-89.58276	70	YucatánTecoh	38	2		
Activo	Cine Sillita	Centro	DAC	DGVC	Ciudad de México	Álvaro Obregón	Álvaro Obregón	Cine Sillita en la Ex Fábrica de Pólvora, Álvaro Obregón, Ciudad de México	Ex Fábrica de Pólvora	Bandera, Industrias Militares de Sedena, Álvaro Obregón, 01219 Ciudad de México, CDMX	Viernes, 16 a 18 h ,	Jornada Cultural Permanente	2025	No												19.3854272	-99.2382215	71	Ciudad de MéxicoÁlvaro Obregón	94	13		
Activo	Cine Sillita	Centro	DAC	DGVC	Ciudad de México	Cuauhtémoc	Cuauhtémoc	Cine Sillita en el Espacio Cultural "Eucalipto 20", Cuauhtémoc, Ciudad de México	Espacio Cultural "Eucalipto 20"	Eucalipto 20, Santa María la Ribera, Cuahtémoc, CDMX, C.P. 06400	Jueves, 18 a 20 h ,	Jornada Cultural Permanente	2025	No												19.4515204	-99.153	72	Ciudad de MéxicoCuauhtémoc	85	7		
